unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount,index
1.62E+12,4/20/2021 0:00,BTC/USDT,55633.14,57076.24,53329.96,56425,72744.48215,4037701392,2148820,1344
1.62E+12,4/19/2021 0:00,BTC/USDT,56150.01,57526.81,54221.58,55633.14,78229.04227,4398619581,2390527,1343
1.62E+12,4/18/2021 0:00,BTC/USDT,60006.67,60499,50931.3,56150.01,124882.1318,6949379727,3444089,1342
1.62E+12,4/17/2021 0:00,BTC/USDT,61334.81,62506.05,59580.91,60006.66,58912.25613,3605701811,2268816,1341
1.62E+12,4/16/2021 0:00,BTC/USDT,63158.74,63520.61,60000,61334.8,91764.13988,5647292670,2639940,1340
1.62E+12,4/15/2021 0:00,BTC/USDT,62959.53,63800,62020,63159.98,51649.70034,3248931738,1938028,1339
1.62E+12,4/14/2021 0:00,BTC/USDT,63575.01,64854,61301,62959.53,82616.34399,5239081228,2645625,1338
1.62E+12,4/13/2021 0:00,BTC/USDT,59860.01,63777.77,59805.15,63575,82848.68875,5154877375,2703735,1337
1.62E+12,4/12/2021 0:00,BTC/USDT,59998.8,61300,59350.59,59860,56375.03712,3393042868,1806298,1336
1.62E+12,4/11/2021 0:00,BTC/USDT,59769.13,60699,59232.52,60002.43,41156.71539,2462032927,1746102,1335
1.62E+12,4/10/2021 0:00,BTC/USDT,58142.55,61500,57900.01,59769.13,69906.42412,4197138552,2470398,1334
1.62E+12,4/9/2021 0:00,BTC/USDT,58077.52,58894.9,57654,58142.54,40831.88491,2378340697,1615962,1333
1.62E+12,4/8/2021 0:00,BTC/USDT,55953.44,58153.31,55700,58077.52,44283.14702,2531779683,1661080,1332
1.62E+12,4/7/2021 0:00,BTC/USDT,57990.03,58655,55473,55953.45,71228.40566,4053294016,2206433,1331
1.62E+12,4/6/2021 0:00,BTC/USDT,59129.99,59495.24,57413.02,57991.15,54201.00073,3166911557,1960513,1330
1.62E+12,4/5/2021 0:00,BTC/USDT,58202.01,59272,56777.77,59129.99,54258.01579,3155214764,2035877,1329
1.62E+12,4/4/2021 0:00,BTC/USDT,57051.95,58492.85,56388,58202.01,41314.08197,2380139011,1499113,1328
1.62E+12,4/3/2021 0:00,BTC/USDT,58950.01,59791.72,56880,57051.94,47409.85211,2783151686,1606805,1327
1.62E+12,4/2/2021 0:00,BTC/USDT,58720.45,60200,58428.57,58950.01,47382.41878,2811159761,1666356,1326
1.62E+12,4/1/2021 0:00,BTC/USDT,58739.46,59490,57935.45,58720.44,47415.61722,2789238880,1594431,1325
1.62E+12,3/31/2021 0:00,BTC/USDT,58746.57,59800,56769,58740.55,60975.54267,3575976084,1928224,1324
1.62E+12,3/30/2021 0:00,BTC/USDT,57635.46,59368,57071.35,58746.57,55122.44312,3221944107,1612744,1323
1.62E+12,3/29/2021 0:00,BTC/USDT,55777.65,58405.82,54800.01,57635.47,67857.9374,3877131110,1983437,1322
1.62E+12,3/28/2021 0:00,BTC/USDT,55817.14,56559.75,54691.84,55777.63,39050.38751,2178777329,1551283,1321
1.62E+12,3/27/2021 0:00,BTC/USDT,55025.59,56700.36,53950,55817.14,50105.47506,2767070176,1528776,1320
1.62E+12,3/26/2021 0:00,BTC/USDT,51293.78,55073.46,51214.6,55025.59,63813.77469,3397036141,1773150,1319
1.62E+12,3/25/2021 0:00,BTC/USDT,52303.66,53287,50427.56,51293.78,87400.53454,4536327185,2099425,1318
1.62E+12,3/24/2021 0:00,BTC/USDT,54342.8,57200,51700,52303.65,83537.46502,4583159614,2401988,1317
1.62E+12,3/23/2021 0:00,BTC/USDT,54083.25,55830.9,53000,54340.89,59789.36543,3264650775,1740349,1316
1.62E+12,3/22/2021 0:00,BTC/USDT,57351.56,58430.73,53650,54083.25,62581.62617,3527479514,1927345,1315
1.62E+12,3/21/2021 0:00,BTC/USDT,58100.02,58589.1,55450.11,57351.56,48564.47027,2774223130,1773546,1314
1.62E+12,3/20/2021 0:00,BTC/USDT,58030.01,59880,57820.17,58102.28,44476.94178,2616535093,1724131,1313
1.62E+12,3/19/2021 0:00,BTC/USDT,57641,59468,56270.74,58030.01,52392.65296,3052711148,1885830,1312
1.62E+12,3/18/2021 0:00,BTC/USDT,58912.97,60129.97,57023,57648.16,66580.40668,3900885761,2040947,1311
1.62E+12,3/17/2021 0:00,BTC/USDT,56900.74,58974.73,54123.69,58912.97,70421.62084,3960992972,2204296,1310
